;date;title;comment
452;2019/02/11;Jest kolejna rekomendacja dla CD Projektu z wyceną grubo powyżej 200 zł za akcję;DM mBanku w raporcie z 4 lutego podniósł wycenę akcji producenta gier wideo do 217,70 zł. Biuro prognozuje, że w przyszłym roku CD Projekt sprzeda 21 mln sztuk Cyberpunka. W poniedziałek kurs akcji spółki rośnie o 1,5 proc. do 181 zł.
453;2019/02/11;WIG20 wraca do wzrostów, spółki Czarneckiego i TFI mocno w górę;Po dwóch dniach korekty indeks WIG20 wraca do wzrostów. Spora w tym zasługa mocnej postawy CD Projektu, PGNiG i PKO BP. Jeszcze ciekawiej jest na mniejszych spółkach, głównie tych z portfela Leszka Czarneckiego i giełdowych TFI.
454;2019/02/07;Potężna przecena amerykańskich spółek gamingowych, gorąco na CD Projekcie i 11 bit studios;Ucieczka inwestorów ze spółek gamingowych zdominowała początek czwartkowej sesji w Warszawie. Przed południem akcje CD Projekt traciły 2 proc., 11 bit studios 4 proc., a PlayWay 8 proc. Po wynikach drożeje mBank, a spółki Czarneckiego są na półrocznych maksimach.
455;2019/02/05;WIG20 siłuje się z poziomem 2.400 pkt., w grze KGHM, CD Projekt i Millennium;Indeks WIG20 kolejny raz próbuje zdobyć okrągły poziom 2.400 pkt. Po wynikach kwartalnych drożeją akcje Banku Millennium, a w oczekiwaniu na czwartkową publikację rośnie mBank.
456;2019/01/31;Finał batalii Sapkowskiego z CD Projektem jest coraz bliżej;Według doniesień Pulsu Biznesu, w ciągu miesiąca powinniśmy poznać wynik rozmów między pełnomocnikami Andrzeja Sapkowskiego i CD Projektu. Jest duża szansa, że strony podpiszą ugodę.
457;2019/01/27;CD Projekt: Nad Cyberpunkiem 2077 pracuje już ponad 400 osób;Sebastian Stępień, dyrektor kreatywny w CD Projekt RED i jeden z twórców fabuły Cyberpunka 2077, przeszedł do Blizzard Entertainment. Studio zapewnia, że ta zmiana nie wpłynie na tempo prac nad grą. Zespół pracujący nad kluczowym projektem liczy już ponad 400 osób.
458;2019/01/25;Europa może jeszcze pociągnąć GPW w górę, w grze Skarbiec i Work Service;Giełda w Warszawie jest obecnie jednym z najsłabszych parkietów w Europie. Jest jednak szansa, że przy utrzymujących się dobrych nastrojach we Frankfurcie i w Paryżu, a także przy realnych szansach na wzrosty w Stanach, klimat inwestycyjny na GPW poprawi się w drugiej połowie dnia.
459;2019/01/25;11 faworytów Vestor DM na 2019 r.;Na liście top picks na ten rok analitycy Vestor DM umieścili 11 spółek. W gronie faworytów biuro widzi banki, producentów gier, deweloperów mieszkaniowych oraz przedstawicieli z szeroko rozumianego sektora przemysłowego.
460;2019/01/24;Wilbur Ross psuje nastroje;Czwartek obfitował w istotne dane, ale jego kluczowym punktem miało być posiedzenie EBC i konferencja Mario Draghi’ego. Neutralne zamknięcie w USA nie wpływało znacząco na nastroje na rynkach azjatyckich, choć traktujemy je jako kolejne potwierdzenie, że na rynek wraca ostrożność - dobre wyniki spółek, przede wszystkim IBM, nie zdołały wygenerować kolejnego impulsu wzrostowego. Mimo to większość giełd w Azji zamknęła się lekkimi wzrostami, wyjątkiem było japońskie Nikkei, które straciło 0,1 proc. po słabym PMI w przemyśle (spadek z 52,6 pkt. do 50 pkt. przy konsensusie sugerującym minimalny wzrost).
461;2019/01/24;WIG20 najwyżej od 11 miesięcy, Orlen spada po wynikach;Początek czwartkowej sesji na GPW zdominował temat wyników kwartalnych Orlenu. Akcje paliwowej spółki tanieją o ponad 3 proc., negatywnie wyróżniając się nie tylko na tle pozostałych blue chipów, ale również i całego rynku, gdzie wzrosty notuje zdecydowana większość spółek.
462;2019/01/23;Najwyżej od lutego 2018 r.;W poniedziałek byliśmy jednym z najsłabszych parkietów na Starym Kontynencie, dziś z kolei sytuacja ta uległa diametralnej zmianie. WIG20 od pierwszych minut środowej sesji ostro ruszył do przodu.
463;2019/01/23;CD Projekt i PKO BP prowadzą WIG20 na 5-miesięczne maksima;Dobre nastroje ponownie zagościły na GPW. Pierwsza połowa dnia upływa pod znakiem drożejących akcji. Na gwiazdę sesji wyrasta CD Projekt, którego kurs akcji rośnie o ponad 9 proc. Czarną owcą jest natomiast Polwax.
464;2019/01/11;Udany początek stycznia;Udana sesja w Azji nie pomogła w piątek parkietom na Starym Kontynencie. Gorszym nastrojom uległ również WIG20 – polski indeks blue chipów zanotował dodatnie otwarcie, jednak wraz z upływem kolejnych godzin rosła przewaga obozu niedźwiedzi.
465;2019/01/10;Strach przed spadkami na Wall Street, w grze CD Projekt i Alior Bank;W czwartek giełdy na całym świecie notują spadki. Pretekstem do wyprzedaży akcji są obawy, że po 10-proc. odbiciu inwestorzy z Wall Street powiedzą dość i rozpoczną realizację zysków. W Warszawie tematem numer jeden są doniesienia na temat możliwej kary finansowej dla Alior Banku.
466;2019/01/09;Umowa handlowa tuż za rogiem?;Wtorkowe pozytywne zamknięcie na Wall Street zawdzięczamy narastającemu przekonaniu, że wielkimi krokami zbliża się amerykańsko-chińskie porozumienie w kwestiach handlu. O optymizmie Białego Domu w tej sprawie poinformowała dziś rzecznik, Sarah Sanders. Nie do końca zrozumiałe w całej sytuacji jest to, że rozmowy prowadzone były na dość niskim szczeblu, trudno więc sobie wyobrazić, by jak za dotknięciem czarodziejskiej różdżki zaadresowały wszystkie sporne problemy.
467;2019/01/09;Rynki żyją nadzieją na porozumienie handlowe USA-Chiny, w grze JSW, Famur i CD Projekt;Poprawa klimatu inwestycyjnego na globalnych rynkach akcji wspiera nastroje w Warszawie. Po wczorajszej realizacji zysków indeks WIG20 próbuje ruszyć na północ. Jest szansa, że to się może udać. Rano w centrum uwagi są taniejące akcje JSW i Famuru.
468;2018/12/21;Dobra wiadomość dla giełdowej branży gamedev. Chiny wznawiają wydawanie licencji na gry;Po 9 miesiącach przerwy chiński rząd wznowił wydawanie licencji na sprzedaż gier na tamtejszym rynku. To dobra wiadomość nie tylko dla chińskich dystrybutorów, ale też polskich spółek, które z ich pomocą mają szansę skokowo zwiększyć sprzedaż swoich sztandarowych produkcji.
469;2018/12/18;Plany wydawnicze 10 znanych producentów gier wideo na 2019 r.;W 2019 roku giełdowe spółki dosłownie zaleją rynek nowymi grami, ale zdecydowana większość z nich to małe produkcje lub porty znanych tytułów na konsole. StockWatch.pl sprawdził, jakie plany wydawnicze na przyszły rok ma 10 znanych spółek gamingowych.
470;2018/12/12;Giełdowi faworyci DM mBanku na 2019 rok;Grudzień to nie tylko czas podsumowań, ale także ostatni dzwonek na przygotowanie strategii inwestycyjnej na kolejny rok. W tym tygodniu garść wskazówek dał DM mBanku. Biuro w cyklicznym raporcie wytypowało blisko 30 spółek, które w przyszłym roku będą mocniejsze od szerokiego rynku.
471;2018/12/07;Zwrot na Wall Street przywrócił nadzieję na rajd św. Mikołaja, mocny Orange i CD Projekt;Czwartkowy zwrot na Wall Street ożywił nadzieję na zielony grudzień na globalnych rynkach, w tym na rajd św. Mikołaja w Warszawie. W piątek w WIG20 wyróżnia się Orange i CD Projekt, a na szerokim rynku Ursus.
472;2018/12/04;Korekta na GPW, ale nastroje wciąż dobre, w grze Lotos i Ursus;Pierwsza połowa notowań na GPW upływa pod znakiem realizacji zysków. Nastroje wciąż jednak pozostają dobre, dlatego losy sesji pozostają otwarte. We wtorek gorąco jest m.in. na akcjach Ursusa, Brastera i LC Corp. Nowe rekordy ustala dziś Lotos.
473;2018/12/03;Steam schodzi z prowizji. Dla kilku polskich spółek to okazja do poprawy marż;Nowe reguły uzależniają prowizję od poziomu generowanych obrotów. Na zmianach skorzystają przede wszystkim najwięksi i najpopularniejsi producenci gier wideo, w tym także kilka znanych marek z Polski.
474;2018/12/03;Giełdy na argentyńskim haju. CD Projekt i KGHM bohaterami sesji;Prezydenci USA i Chin dali w Argentynie zielone światło do wzrostów cen akcji. To może być udany grudzień na giełdach, także w Warszawie. WIG20 zakonczył poniedziałkową sesję na poziomie najwyższym od trzech miesięcy.
475;2018/11/30;Sukces RDR2 przekonał do CD Projektu nawet największych sceptyków wśród maklerów;DM mBanku to jedyne biuro maklerskie, które na przestrzeni ostatnich kilku lat twardo kwestionowało wycenę rynkową CD Projektu i rekomendowało sprzedaż akcji lub redukcję pozycji. W najnowszym raporcie analitycy biura zmienili zdanie o 180 stopni i obecnie wyceniają walory o 1/5 wyżej niż bieżący kurs na GPW.
476;2018/11/26;Zielony początek tygodnia, w centrum uwagi PlayWay i CD Projekt;Wzrosty w Europie i mocno rosnące kontrakty na amerykańskie indeksy wspierają nastroje na GPW. W centrum uwagi są dzisiaj akcje PlayWay i CD Projektu.
477;2018/11/23;Giełdowe akcenty jesiennych wyprzedaży gier wideo;Do akcji wyprzedażowej przystąpiły wszystkie liczące się studia oraz najważniejsze sklepy cyfrowe m.in. Steam, GOG.com czy Humble Bundle. Giełdowych smaczków też nie brakuje. Swoje produkcje wystawili CD Projekt, 11 bit studios, CI Games oraz wiele mniejszych firm, z których część planuje w przyszłym roku debiut na GPW.
478;2018/11/20;Przecenione akcje CD Projektu kuszą maklerów;Vestor DM w raporcie z 15 listopada podniósł zalecenie z neutralnie do kupuj i wycenił jedną akcję producenta gier wideo na 202 zł. Maklerzy nie ukrywają, że sukces Red Dead Redemption II podziałał na wyobraźnię i pokazał jak olbrzymi potencjał posiada Cyberpunk 2077.
479;2018/11/16;Wyprzedaż banków topi WIG20 i mWIG40, w grze PGE i 11 bit studios;Piątkowa sesja przynosi kolejną odsłonę wyprzedaży akcji banków, producentów gier i spółek z grupy Leszka Czarneckiego. Zielonym przyczółkiem na warszawskim parkiecie są za to koncerny energetyczne, które kontynuują wzrosty z czwartku.
480;2018/11/15;Spadkowa sesja banków i producentów gier. Zielona oaza na PGE, Tauronie i Enerdze;"Sektor gamingowy z CD Projektem na czele oraz banki pociągnęły w dół warszawską giełdę. Dobrze radziły sobie za to koncerny energetyczne, ale dziś robiły tylko za przysłowiowy ""kwiatek do kożucha"". W dalszym ciągu dużo działo się na spółkach z portfela Leszka Czarneckiego."
481;2018/11/14;Zażarta walka o zatrzymanie spadków;Wtorkowe stopy zwrotu z amerykańskich indeksów (S&P500 spadł o 0,15 proc.) nie oddają zupełnie przebiegu sesji, która obfitowała w duże wahania i co najmniej trzy zwroty akcji. Plusów nie umiały wygenerować także giełdy azjatyckie poza Tokio (Nikkei wzrósł o 0,2 proc.), ale znajdująca się rano dość głęboko pod kreską Europa przez cały dzień walczyła o powrót na dodatnie poziomy i wciąż ma na to szansę przed zamknięciem.
482;2018/11/14;Sesja pod znakiem niespodzianki w PKB i krachu na spółkach Czarneckiego;Znacznie lepsze od prognoz dane nt. PKB Polski za III kwartał 2018 roku ratują warszawską giełdę przed spadkami. W środę na pierwszym planie pozostaje afera wokół KNF oraz tąpnięcie na kursach akcji banków z grupy Leszka Czarneckiego.
483;2018/11/14;CD Projekt: Gwint ważny biznesowo i jako pole doświadczalne dla multiplayer;CD Projekt będzie dalej pracował nad grą Gwint jako strategicznym projektem biznesowym i polem doświadczalnym dla trybu multiplayer kolejnych projektów, poinformował prezes Adam Kiciński.
484;2018/11/14;CD Projekt: Model dystrybucyjny gry Cyberpunk 2077 będzie z grubsza podobny do Wiedźmina 3;"CD Projekt zakłada model dystrybucyjny Cyberpunka ""z grubsza podobny"" do trzeciej części Wiedźmina. Prezes Adam Kiciński dodał, że prace nad grą idą wartko i zgodnie z planem."
485;2018/11/14;Chudy kwartał CD Projektu. Zysk netto spadł do 15,5 mln zł;Wynik kwartalny producenta gier wideo okazał się o ponad połowę niższy niż przed rokiem i o 1/5 słabszy od prognoz analityków. Środową sesję kurs akcji CD Projektu rozpoczął na kilkuprocentowym minusie i stopniowo odrabia straty.
486;2018/11/09;Spadki na GPW przed długim weekendem, gorąco na Aliorze, Eurocashu i Ursusie;Czerwony piątek na giełdzie w Warszawie. Mocna przecena Alior Banku, Eurocashu i Ursusa, wpisuje się w realizację zysków przed długim weekendem w Polsce i obawy przed spadkami na Wall Street. Losy sesji wydają się być już przesądzone.
487;2018/11/02;Trump dał sygnał do wzrostów, mocny KGHM, CD Projekt i LC Corp;"Początek listopada na giełdach upływa w szampańskich nastrojach. Jedna rozmowa telefoniczna prezydentów USA i Chin wystarczyła, żeby inwestorzy zapomnieli o ""czerwonym październiku"" i ochoczo rzucili się do kupna przecenionych akcji. GPW wpisuje się w ten trend."
488;2018/10/31;Na GPW rozkręca się krótkoterminowy rajd, w grze CD Projekt, PGE i Asbis;Wzrosty wróciły na GPW. Indeksy w Warszawie rosną w ślad za poprawą nastrojów na światowych giełdach i w reakcji na wyniki spółek. W środę w centrum uwagi znajduje się m.in. CD Projekt, PGE i Asbis.
489;2018/10/31;CD Projektowi nie opłaca się proces z Andrzejem Sapkowskim;Sprawa roszczeń Sapkowskiego wobec CD Projektu budzi olbrzymie emocje nie tylko wśród fanów sagi o Wiedźminie (gier, książek) i inwestorów, ale także wśród ekspertów z zakresu prawa własności intelektualnej. To pierwsza tak duża i tak głośna sprawa dot. roszczenia z tzw. klauzuli bestsellerowej.
490;2018/10/26;Komentarz posesyjny: Zmierzch tytanów?;Zgodnie z naszymi oczekiwaniami, czwartkowe odbicie na Wall Street okazało się równie krótkotrwałe jak ubiegłotygodniowe. Jeden z głównych czynników, które leżały u jego źródeł, a mianowicie nadzieja na kolejne szokująco dobre wyniki Amazona, odszedł w niebyt, gdy ukazało się sprawozdanie drugiej do wczoraj najważniejszej spółki świata (dziś jej miejsce zajmie zapewne Microsoft).
491;2018/10/24;GPW wyhamowała spadki, w centrum uwagi CD Projekt, Eurocash i niepokojące dane z Europy;Odbicie na akcjach CD Projektu, nawet w połączeniu z pozytywnymi informacjami z CCC i innych spółek, to zbyt mało, żeby pociągnąć GPW mocno w górę, kiedy nastroje na rynkach światowych są fatalne. Niepokój wśród inwestorów budzą doniesienia z Włoch oraz dane sugerujące mocne hamowanie koniunktury w Europie.
492;2018/10/23;CD PROJEKT – analiza techniczna;
493;2018/10/23;Kilkuletnie minima sWIG80 i mWIG40, mocna wyprzedaż na CD Projekcie;We wtorek przez polski rynek akcji przetoczyła się potężna fala wyprzedaży. Mocno taniały spółki gamingowe z CD Projektem na czele, ale tak naprawdę oberwał cały rynek. Efektem są najniższe od 2 lat notowania indeksu mWIG40 i najniższe od 5 lat - sWIG80.
494;2018/10/23;Mocna przecena akcji CD Projektu w dniu premiery Thronebreakera;Gra Wojna Krwi: Wiedźmińskie Opowieści (Thronebreaker) to kolejna opowieść w świecie Wiedźmina, tym razem w formie nietypowego połączenia gry RPG z karcianką. Radość z premiery popsuła mocna przecena akcji na GPW. We wtorek notowania CD Projektu spadły o ponad 8 proc.
495;2018/10/23;CD Projekt zalicza poślizg z premierą Thronebreakera [FORUM];
496;2018/10/22;DM mBanku wycenił jedną akcję CD Projektu na 136,30 zł;DM mBanku, który słynie z bardzo ostrożnego podejścia do akcji CD Projektu, tym razem wycenił jeden walor na 136,30 zł, co względem bieżącego kursu na GPW daje 13-proc. potencjał spadkowy. Analitycy spodziewają się, że Cyberpunk 2077 trafi do sprzedaży w 2020 r.
497;2018/10/19;Powrót spadków na giełdach, czerwony PGNIG, Lotos i Orbis;Silne spadki wróciły na Wall Street, na rynkach ponownie pojawił się strach o Włochy, a wzrost gospodarczy w Chinach okazał się niższy od prognoz. W takich warunkach spadki na GPW nie mogą dziwić. W WIG20 mocno traci PGNIG i Lotos, a na szerokim rynku negatywnie wyróżnia się Orbis oraz spółki Leszka Czarneckiego.
498;2018/10/16;GPW na zielono, mocna enrgetyka, CCC, KGHM i CD Projekt;Poprawa nastrojów na globalnych rynkach akcji, wspierane nadziejami na wzrosty na Wall Street, pomaga giełdzie w Warszawie. Rosną wszystkie indeksy. W centrum uwagi znalazły się przede wszystkim akcje CCC, PGE, CD Projekt, PKO BP i KGHM.
499;2018/10/16;Bandai Namco został dystrybutorem Cyberpunk 2077 w 24 krajach Europy;CD Projekt zawarł umowę dystrybucyjną z Bandai Namco Entertainment Europe dotyczącą gry Cyberpunk 2077. Umowa obejmuje dystrybucję gry w 24 krajach europejskich na docelowych platformach.
500;2018/10/15;Powrót spadków na GPW, odbija tylko sWIG80;Trzeci tydzień października na giełdzie w Warszawie rozpoczął się spadkami. Tracą głównie największe spółki. Duże nagromadzenie w tym tygodniu potencjalnych impulsów sprawia, że trudno już teraz wyrokować, czy tydzień zakończy się spadkami indeksów, czy może w kolejnych dniach sytuacja się poprawi.
501;2018/10/15;Analiza techniczna 5 mocno przecenionych producentów gier wideo;Przecena wśród czołowych producentów gier wideo idzie szeroką ławą. Dwucyfrowe spadki zanotowali zarówno potentaci z głównego rynku jak i małe studia notowane na NewConnect. Wojciech Kręcki, autor portfela Cztery Fazy Rynku sprawdził, gdzie szukać okazji do zajęcia pozycji na akcjach 5 znanych producentów elektronicznej rozrywki.
502;2018/10/12;Zmiana nastrojów na GPW, w grze CD Projekt i AmRest;Piątek przynosi silną poprawę nastrojów na światowych giełdach, gdzie rozpoczęła się gra pod odbicie na Wall Street. GPW nie jest tu wyjątkiem. Zyskują przede wszystkim duże spółki z CD Projektem na czele. Gorąco jest też na akcjach AmRestu.
503;2018/10/11;Rząd szykuje ulgę podatkową na produkcję kulturowych gier wideo, projekt ustawy trafił do konsultacji publicznych;Projekt ustawy o finansowym wspieraniu produkcji kulturowych gier wideo oraz o zmianie innych ustaw, która zakłada wprowadzenie ulgi podatkowej na produkcję gier kulturowych został przesłany do konsultacji publicznych. Dzięki ulgom Ministerstwo Kultury i Dziedzictwa Narodowego (MKiDN) w wariancie optymistycznym szacuje, że średnio rocznie będzie produkowane ok. 20 tytułów kulturowych gier wideo.
504;2018/10/10;Komentarz posesyjny: Złowrogi obraz rynku;Rozpoczęta z początkiem miesiąca korekta na światowych rynkach akcji trwała dziś w najlepsze. Wprawdzie najważniejsze azjatyckie giełdy (Tokio, Hong Kong, Szanghaj) krążyły wokół zera, ale już Europa otworzyła się na solidnych minusach, a sytuacja pogarszała się z każdą godziną.
505;2018/10/10;WIG20 mocno w dół, mWIG40 koryguje spadki;Po jednodniowej przerwie WIG20 wraca do spadków. W dół ciągnie go bardzo słabo spisujący się ostatnio CD Projekt, a także PKO BP, PKN Orlen i PGNIG. Na szerokim rynku gorąco jest m.in. na Qumaku i Kruku.
506;2018/10/09;Mocne odbicie na WIG20, wciąż gorąco na CD Projekt;Wtorkowa sesja na giełdzie w Warszawie rozpoczęła się od silnego odbicia indeksu WIG20, który dzień wcześniej zaliczył spadek o 1,77 proc. Niestety w obliczu narastającej awersji do ryzyka szanse na trwały powrót wzrostów są niewielkie.
507;2018/10/09;Digital Scapes pomoże CD Projekt RED ulepszyć Cyberpunk 2077;"CD Projekt RED – spółka z grupy CD Projektu, odpowiedzialna za gry z serii ""Wiedźmin"" - nawiązał strategiczną współpracę z kanadyjskim studiem deweloperskim Digital Scapes, której celem jest dalszy rozwój produkcji Cyberpunk 2077."
508;2018/10/08;Chiny, Włochy i CD Projekt psują nastroje na GPW;Gwałtowne pogorszenie nastrojów na globalnych rynkach akcji, za którym stoją Chiny i Włochy, w połączeniu z ogólną słabością GPW i przeceną CD Projektu, nie pozwalają na optymizm. Ani dziś, ani też w kolejnych dniach.
509;2018/10/05;Swedbank Robur Fonder AB sprzedał część akcji CD Projektu;Szwedzki inwestor zszedł poniżej progu 5 proc. w akcjonariacie producenta gier wideo.
510;2018/10/05;Raport: Ile zarabiają menedżerowie spółek z branży gier wideo?;Branża gier wideo jest dziś szybko rozwijającą się gałęzią przemysłu rozrywkowego. Niewątpliwie sukcesy polskich wydawców sprawiają, że stopniowo staje się ona wizytówką polskiej gospodarki, a wydawcy osiągają coraz wyższe zyski. W niniejszym artykule przyjrzymy się jak wynagradzani są top menedżerowie spółek notowanych na GPW.
511;2018/10/03;Warner Bros. będzie dystrybutorem gry Cyberpunk 2077 w USA, Kanadzie i Meksyku;CD Projekt podpisał umowę z Warner Bros. Home Entertainment Inc. na dystrybucję gry Cyberpunk 2077. Firmy współpracowały już wcześniej w ramach projektów Wiedźmin 2: Zabójcy Królów oraz Wiedźmin 3: Dziki Gon.
512;2018/10/02;CD Projekt: Chcemy polubownego rozwiązania sprawy, ale z uszanowaniem wcześniejszych umów;Andrzej Sapkowski po latach stwierdził, że wynagrodzenie jakie otrzymał za prawa do Wiedźmina od CD Projektu było zdecydowanie za niskie i jest gotowy bić się o dużo więcej w sądzie. Spółka nie zamierza ryzykować kosztownego procesu i chce polubownego rozwiązania, ale z uszanowaniem wcześniejszych umów.
513;2018/10/02;CD Projekt Red wdrożył technologię hiperdostępności Veeam;Studio CD Projekt Red wdrożyło rozwiązanie Veeam Backup & Replication, pomagające utrzymywać ciągłość biznesową organizacji i zapewniać dostępność systemów i zasobów informatycznych studia.
514;2018/10/02;Włochy ponownie psują krew inwestorom, w centrum uwagi CD Projekt i LPP;Nawrót obaw o Włochy, spadające indeksy w Europie i fatalne nastroje po poniedziałkowej sesji w Warszawie. To wszystko przekłada się na wtorkowe spadki na GPW. W centrum uwagi jest dzisiaj CD Projekt, którego akcje tanieją z obawy na możliwy spór prawny z twórcą Wiedźmina.
515;2018/09/28;Rynki żyją tematem Włoch i aferą wokół Tesli. Na GPW czerwono na CD Projekcie;W Europie krew inwestorom psuje włoska polityka, a USA obawy budzi Tesla, której prezes Elon Musk pogrąża się w kłopotach. Czerwono jest także na giełdzie w Warszawie, gdzie z przeceną zmaga się dzisiaj m.in. CD Projekt.
516;2018/09/27;CD PROJEKT – analiza techniczna na życzenieSTREFA PREMIUM;
517;2018/09/27;CD Projekt rozpoczął przedsprzedaż gry Wojny Krwi: Wiedźmińskie Opowieści;"CD Projekt rozpoczął przedsprzedaż gry fabularnej ""Wojny Krwi: Wiedźmińskie Opowieści"", a sugerowana cena detaliczna to 99,99 zł."
518;2018/09/25;WIG20 walczy o powrót powyżej 2.300 pkt., w grze PKN Orlen, Tauron i Energa;Wtorek przynosi kontynuację wzrostów na GPW i komplet zieleni na głównych indeksach. Liderem pozostaje segment blue chipów z Orlenem na czele. Na szerokim rynku skalą wzrostów wyróżniają się m.in. Getin Holding i Trakcja.
519;2018/09/25;Dziś na GPW warto obserwować spółki rafineryjne i surowcowe;Po wczorajszym szumie medialnym dotyczącym zmiany kwalifikacji polskiego rynku na rozwinięty, dzisiaj inwestorzy na GPW powinni głównie zajmować się spływającymi danymi ekonomicznymi. Sytuacja WIG i WIG20 jest niepewna. Pozostając w trendzie horyzontalnym, inwestorzy z rezerwą podchodzą do poważniejszego kupna akcji. Dziś warto obserwować spółki rafineryjne i surowcowe.
520;2018/09/21;WIG20 zatańczy jak wiedźmy zagrają, gorąco na PGE, CD Projekcie i Getinie;Dziś wygasają wrześniowe serie kontraktów terminowych, więc obroty na koniec sesji mogą wynieść kilka miliardów złotych. To sprawia, że w wypadku WIG20 inne czynniki tracą na wartości, a losy indeksu zapewne rozstrzygną się w końcówce sesji.
521;2018/09/19;Giełdy stąpają po cienkim lodzie, w grze Gino Rossi, XTB i spółki gamingowe;Globalne rynki akcji ignorują ryzyko związane z wojnami handlowymi, co daje okazję do przedłużenia wzrostowej korekty na GPW. Pytanie tylko, czy rodzima giełda przezwycięży swoje słabości i tę szansę wykorzysta?
522;2018/09/18;CD Projekt ujawnił daty premier Wojny krwi i Gwinta. Kurs akcji rośnie;"CD Projekt ujawnił, kiedy i na jakich urządzeniach zadebiutuje ""Wojna Krwi: Wiedźmińskie Opowieści"" i ""Gwint: Wiedźmińska Gra Karciana"". We wtorek po południu akcje spółki drożeją o ponad 5 proc."
523;2018/09/11;Rosną szanse na techniczne odbicie, w grze JSW i rekordowo tanie spółki energetyczne;We wtorek przed południem WIG20 traci ponad 1 proc., ale spora w tym zasługa odcięcia dywidend od akcji PZU i Lotosu. W szerszej perspektywie rynek jest już mocno wyprzedany, a to stwarza dobrą okazję do przynajmniej korekcyjnego odbicia na GPW.
524;2018/09/07;Bessa zbiera krwawe żniwo. Wrze na spółkach gamingowych, Rafako i Altus TFI;Warszawska giełda kończy tydzień w nerwowej atmosferze. Przed południem wszystkie główne indeksy są na minusach. Największe straty notuje mWIG40, który walczy dziś o utrzymanie się powyżej okrągłego poziomu 4.000 pkt.
525;2018/09/06;CD Rockstar – omówienie sprawozdania i sytuacji fundamentalnej CD Projekt po II kw. 2018 r.STREFA PREMIUM;
526;2018/09/05;Komentarz posesyjny: Nerwy zaczynają puszczać;Środa nie przyniosła przesadnie ważnych danych makroekonomicznych (wyłącznie finalne poziomy europejskich PMI w usługach, które zostały lekko obniżone), znaczenia też w oczywisty sposób nie miało posiedzenie RPP.
527;2018/09/04;Indeks sWIG80 najniżej od stycznia 2016 roku, krwawa jatka na akcjach Altusa;Wrzesień rozpoczął się od mocnej wyprzedaży małych spółek. We wtorek indeks sWIG80 spada o 1,2 proc. i testuje poziomy ze stycznia 2016 r., czyli momentu paniki wywołanej przez obniżkę ratingu dla Polski przez S&P. Niestety, prognozy dla giełdowych maluchów na kolejne dni nie są optymistyczne.
528;2018/09/03;WIG20 wraca do wzrostów, w centrum uwagi Altus, LiveChat i Idea Bank;Dzięki PKO, PKN i KGHM-owi indeks WIG20 odrabia straty, wykorzystując brak sesji na Wall Street. Na szerokim rynku gorąco jest na akcjach Altus TFI, LiveChat i spółek Czarneckiego.
529;2018/09/03;Analiza techniczna czterech kandydatów na lokomotywy indeksu WIG20;WIG20 w ciągu kilku tygodni z jednego z najsłabszych indeksów wśród rynków Europy Środkowo-Wschodniej zamienił się w prymusa. W optymistycznym scenariuszu indeks polskich blue chipów wkrótce może przetestować styczniowe maksima na poziomie 2.650 pkt. Wojciech Kręcki, autor portfela Cztery Fazy Rynku sprawdził, jakie szanse na miano wrześniowych lokomotyw indeksu WIG20 mają akcje BZ WBK, CD Projektu, LPP i PZU.
530;2018/08/31;GPW tonie w czerwieni. Krach na akcjach Altusa i mocna przecena spółek gamingowych;W piątek w centrum uwagi jest tracący ponad 30 proc. Altus TFI oraz spadające po kilkanaście procent akcje 11 bit studios i CI Games. Pod presją jest także indeks WIG20, któremu ciąży przecena w Europie, wyprzedaż akcji CD Projektu i korekta na Orlenie.
531;2018/08/31;Vestor DM tnie rekomendację dla CD Projektu: Wersja beta Cyberpunka nie będzie gotowa wcześniej niż na E3 w 2019 r.;Vestor DM w raporcie z 29 sierpnia - uwzględniając wyniki za II kwartał oraz informacje z konferencji spółki - obniżył rekomendację dla CD Projektu z akumuluj do neutralnie, a cenę docelową jednej akcji z 231 zł do 228 zł. Zdaniem analityków, wersja beta Cyberpunka nie będzie gotowa wcześniej niż na kolejne targi E3.
532;2018/08/29;CD Projekt: W naszej strategii mamy wpisane dwie duże premiery do 2021 r., jedna z nich to Cyberpunk 2077;Na wtorkowym czacie inwestorskim w StockWatch.pl z Adamem Kicińskim, prezesem spółki i Piotrem Nielubowiczem, wiceprezesem ds. finansowych CD Projektu stawiło się blisko 700 inwestorów. Podczas spotkania na gorąco omówiono najnowsze wyniki finansowe, kwestię premiery Cyberpunka oraz plany dotyczące kolejnych projektów wydawniczych.
533;2018/08/28;Komentarz posesyjny: WIG20 szaleje;Wtorkowa sesja wpisała się w schemat, który obserwujemy od początku ubiegłego tygodnia. Wprawdzie nastroje na świecie pozostają dobre, m.in. dzięki porozumieniu handlowemu pomiędzy USA i Meksykiem, ale w praktyce przekładało się to dzisiaj wyłącznie na kolejną bardzo spokojną sesję.
534;2018/08/28;WIG20 łapie oddech po szalonym rajdzie. CD Projekt i Asseco w górę po wynikach;Po poniedziałkowym rajdzie, który otworzył WIG20 drogę do 2.500 pkt., wtorek przynosi lekkie wyhamowanie. Nastroje pozostają jednak optymistyczne. Po wynikach w górę idą akcje CD Projektu i Asseco Poland.
